0.000000, 0.400000, 0.400000
0.010000, 0.405632, 0.408886
0.020000, 0.411328, 0.417946
0.030000, 0.417090, 0.427183
0.040000, 0.422919, 0.436599
0.050000, 0.428815, 0.446194
0.060000, 0.434778, 0.455971
0.070000, 0.440811, 0.465931
0.080000, 0.446913, 0.476075
0.090000, 0.453086, 0.486406
0.100000, 0.459330, 0.496924
0.110000, 0.465647, 0.507630
0.120000, 0.472037, 0.518525
0.130000, 0.478502, 0.529611
0.140000, 0.485042, 0.540889
0.150000, 0.491658, 0.552359
0.160000, 0.498351, 0.564021
0.170000, 0.505123, 0.575876
0.180000, 0.511973, 0.587926
0.190000, 0.518904, 0.600169
0.200000, 0.525916, 0.612606
0.210000, 0.533011, 0.625238
0.220000, 0.540188, 0.638063
0.230000, 0.547450, 0.651082
0.240000, 0.554796, 0.664295
0.250000, 0.562229, 0.677701
0.260000, 0.569750, 0.691298
0.270000, 0.577358, 0.705088
0.280000, 0.585055, 0.719067
0.290000, 0.592843, 0.733237
0.300000, 0.600722, 0.747594
0.310000, 0.608692, 0.762139
0.320000, 0.616756, 0.776869
0.330000, 0.624913, 0.791784
0.340000, 0.633164, 0.806880
0.350000, 0.641511, 0.822157
0.360000, 0.649955, 0.837612
0.370000, 0.658495, 0.853244
0.380000, 0.667132, 0.869049
0.390000, 0.675868, 0.885027
0.400000, 0.684703, 0.901174
0.410000, 0.693638, 0.917488
0.420000, 0.702672, 0.933966
0.430000, 0.711807, 0.950606
0.440000, 0.721043, 0.967404
0.450000, 0.730380, 0.984358
0.460000, 0.739818, 1.001465
0.470000, 0.749359, 1.018722
0.480000, 0.759001, 1.036125
0.490000, 0.768746, 1.053672
0.500000, 0.778592, 1.071359
0.510000, 0.788540, 1.089182
0.520000, 0.798591, 1.107139
0.530000, 0.808743, 1.125227
0.540000, 0.818996, 1.143440
0.550000, 0.829350, 1.161777
0.560000, 0.839805, 1.180234
0.570000, 0.850360, 1.198807
0.580000, 0.861014, 1.217492
0.590000, 0.871767, 1.236287
0.600000, 0.882617, 1.255186
0.610000, 0.893565, 1.274188
0.620000, 0.904608, 1.293288
0.630000, 0.915746, 1.312483
0.640000, 0.926978, 1.331769
0.650000, 0.938303, 1.351142
0.660000, 0.949718, 1.370600
0.670000, 0.961223, 1.390138
0.680000, 0.972815, 1.409753
0.690000, 0.984494, 1.429442
0.700000, 0.996258, 1.449201
0.710000, 1.008105, 1.469026
0.720000, 1.020032, 1.488914
0.730000, 1.032039, 1.508862
0.740000, 1.044122, 1.528866
0.750000, 1.056281, 1.548923
0.760000, 1.068511, 1.569029
0.770000, 1.080812, 1.589181
0.780000, 1.093181, 1.609376
0.790000, 1.105616, 1.629610
0.800000, 1.118113, 1.649881
0.810000, 1.130671, 1.670184
0.820000, 1.143286, 1.690517
0.830000, 1.155957, 1.710876
0.840000, 1.168680, 1.731258
0.850000, 1.181452, 1.751659
0.860000, 1.194272, 1.772077
0.870000, 1.207135, 1.792509
0.880000, 1.220039, 1.812950
0.890000, 1.232982, 1.833398
0.900000, 1.245959, 1.853850
0.910000, 1.258968, 1.874303
0.920000, 1.272007, 1.894752
0.930000, 1.285071, 1.915196
0.940000, 1.298159, 1.935630
0.950000, 1.311266, 1.956052
0.960000, 1.324390, 1.976459
0.970000, 1.337528, 1.996846
0.980000, 1.350677, 2.017212
0.990000, 1.363833, 2.037553
1.000000, 1.376993, 2.057865
1.010000, 1.390155, 2.078146
1.020000, 1.403315, 2.098392
1.030000, 1.416470, 2.118601
1.040000, 1.429617, 2.138768
1.050000, 1.442754, 2.158892
1.060000, 1.455877, 2.178968
1.070000, 1.468983, 2.198993
1.080000, 1.482069, 2.218965
1.090000, 1.495133, 2.238881
1.100000, 1.508171, 2.258736
1.110000, 1.521181, 2.278529
1.120000, 1.534160, 2.298256
1.130000, 1.547105, 2.317913
1.140000, 1.560013, 2.337499
1.150000, 1.572882, 2.357010
1.160000, 1.585710, 2.376442
1.170000, 1.598492, 2.395794
1.180000, 1.611228, 2.415062
1.190000, 1.623914, 2.434243
1.200000, 1.636548, 2.453335
1.210000, 1.649128, 2.472334
1.220000, 1.661652, 2.491238
1.230000, 1.674116, 2.510045
1.240000, 1.686520, 2.528750
1.250000, 1.698860, 2.547353
1.260000, 1.711134, 2.565850
1.270000, 1.723342, 2.584239
1.280000, 1.735480, 2.602517
1.290000, 1.747546, 2.620682
1.300000, 1.759539, 2.638732
1.310000, 1.771458, 2.656664
1.320000, 1.783299, 2.674476
1.330000, 1.795062, 2.692166
1.340000, 1.806745, 2.709731
1.350000, 1.818346, 2.727171
1.360000, 1.829865, 2.744482
1.370000, 1.841298, 2.761664
1.380000, 1.852646, 2.778713
1.390000, 1.863906, 2.795629
1.400000, 1.875077, 2.812409
1.410000, 1.886159, 2.829053
1.420000, 1.897150, 2.845558
1.430000, 1.908048, 2.861923
1.440000, 1.918854, 2.878147
1.450000, 1.929565, 2.894228
1.460000, 1.940182, 2.910165
1.470000, 1.950702, 2.925958
1.480000, 1.961126, 2.941604
1.490000, 1.971453, 2.957103
1.500000, 1.981681, 2.972453
1.510000, 1.991811, 2.987655
1.520000, 2.001841, 3.002707
1.530000, 2.011772, 3.017609
1.540000, 2.021602, 3.032359
1.550000, 2.031331, 3.046958
1.560000, 2.040959, 3.061404
1.570000, 2.050485, 3.075698
1.580000, 2.059910, 3.089838
1.590000, 2.069233, 3.103825
1.600000, 2.078453, 3.117658
1.610000, 2.087571, 3.131338
1.620000, 2.096586, 3.144863
1.630000, 2.105499, 3.158234
1.640000, 2.114309, 3.171451
1.650000, 2.123017, 3.184514
1.660000, 2.131622, 3.197423
1.670000, 2.140125, 3.210179
1.680000, 2.148526, 3.222781
1.690000, 2.156824, 3.235230
1.700000, 2.165021, 3.247526
1.710000, 2.173116, 3.259669
1.720000, 2.181110, 3.271660
1.730000, 2.189003, 3.283500
1.740000, 2.196795, 3.295189
1.750000, 2.204487, 3.306727
1.760000, 2.212079, 3.318116
1.770000, 2.219572, 3.329355
1.780000, 2.226965, 3.340446
1.790000, 2.234261, 3.351389
1.800000, 2.241458, 3.362185
1.810000, 2.248558, 3.372836
1.820000, 2.255561, 3.383340
1.830000, 2.262468, 3.393701
1.840000, 2.269280, 3.403918
1.850000, 2.275996, 3.413993
1.860000, 2.282618, 3.423926
1.870000, 2.289147, 3.433719
1.880000, 2.295582, 3.443373
1.890000, 2.301926, 3.452888
1.900000, 2.308177, 3.462266
1.910000, 2.314339, 3.471507
1.920000, 2.320410, 3.480614
1.930000, 2.326392, 3.489587
1.940000, 2.332285, 3.498427
1.950000, 2.338091, 3.507136
1.960000, 2.343810, 3.515714
1.970000, 2.349443, 3.524164
1.980000, 2.354990, 3.532485
1.990000, 2.360454, 3.540680
2.000000, 2.365833, 3.548750
2.010000, 2.371131, 3.556696
2.020000, 2.376346, 3.564519
2.030000, 2.381480, 3.572220
2.040000, 2.386534, 3.579802
2.050000, 2.391509, 3.587264
2.060000, 2.396406, 3.594609
2.070000, 2.401225, 3.601838
2.080000, 2.405968, 3.608952
2.090000, 2.410635, 3.615952
2.100000, 2.415227, 3.622840
2.110000, 2.419745, 3.629618
2.120000, 2.424190, 3.636285
2.130000, 2.428563, 3.642845
2.140000, 2.432865, 3.649298
2.150000, 2.437096, 3.655645
2.160000, 2.441258, 3.661888
2.170000, 2.445352, 3.668027
2.180000, 2.449377, 3.674066
2.190000, 2.453336, 3.680004
2.200000, 2.457229, 3.685843
2.210000, 2.461056, 3.691585
2.220000, 2.464820, 3.697230
2.230000, 2.468520, 3.702780
2.240000, 2.472158, 3.708237
2.250000, 2.475734, 3.713601
2.260000, 2.479249, 3.718874
2.270000, 2.482705, 3.724057
2.280000, 2.486101, 3.729151
2.290000, 2.489439, 3.734158
2.300000, 2.492720, 3.739080
2.310000, 2.495944, 3.743916
2.320000, 2.499112, 3.748668
2.330000, 2.502226, 3.753339
2.340000, 2.505285, 3.757928
2.350000, 2.508291, 3.762437
2.360000, 2.511245, 3.766867
2.370000, 2.514146, 3.771220
2.380000, 2.516997, 3.775496
2.390000, 2.519798, 3.779697
2.400000, 2.522549, 3.783824
2.410000, 2.525252, 3.787878
2.420000, 2.527907, 3.791860
2.430000, 2.530514, 3.795771
2.440000, 2.533075, 3.799613
2.450000, 2.535591, 3.803386
2.460000, 2.538061, 3.807092
2.470000, 2.540488, 3.810731
2.480000, 2.542870, 3.814306
2.490000, 2.545210, 3.817815
2.500000, 2.547508, 3.821262
2.510000, 2.549764, 3.824646
2.520000, 2.551980, 3.827970
2.530000, 2.554155, 3.831233
2.540000, 2.556291, 3.834436
2.550000, 2.558388, 3.837582
2.560000, 2.560447, 3.840670
2.570000, 2.562468, 3.843702
2.580000, 2.564452, 3.846679
2.590000, 2.566401, 3.849601
2.600000, 2.568313, 3.852469
2.610000, 2.570190, 3.855285
2.620000, 2.572033, 3.858049
2.630000, 2.573842, 3.860762
2.640000, 2.575617, 3.863426
2.650000, 2.577360, 3.866040
2.660000, 2.579070, 3.868605
2.670000, 2.580749, 3.871124
2.680000, 2.582397, 3.873595
2.690000, 2.584014, 3.876021
2.700000, 2.585601, 3.878401
2.710000, 2.587158, 3.880738
2.720000, 2.588687, 3.883030
2.730000, 2.590187, 3.885280
2.740000, 2.591659, 3.887488
2.750000, 2.593103, 3.889655
2.760000, 2.594521, 3.891781
2.770000, 2.595911, 3.893867
2.780000, 2.597276, 3.895914
2.790000, 2.598615, 3.897923
2.800000, 2.599929, 3.899894
2.810000, 2.601218, 3.901827
2.820000, 2.602483, 3.903725
2.830000, 2.603724, 3.905586
2.840000, 2.604942, 3.907413
2.850000, 2.606136, 3.909205
2.860000, 2.607308, 3.910963
2.870000, 2.608458, 3.912687
2.880000, 2.609586, 3.914379
2.890000, 2.610693, 3.916039
2.900000, 2.611779, 3.917668
2.910000, 2.612844, 3.919265
2.920000, 2.613888, 3.920833
2.930000, 2.614913, 3.922370
2.940000, 2.615919, 3.923878
2.950000, 2.616905, 3.925357
2.960000, 2.617872, 3.926808
2.970000, 2.618821, 3.928232
2.980000, 2.619752, 3.929628
2.990000, 2.620665, 3.930998
3.000000, 2.621561, 3.932341
3.010000, 2.622439, 3.933659
3.020000, 2.623301, 3.934951
3.030000, 2.624146, 3.936219
3.040000, 2.624975, 3.937462
3.050000, 2.625788, 3.938681
3.060000, 2.626585, 3.939878
3.070000, 2.627367, 3.941051
3.080000, 2.628134, 3.942201
3.090000, 2.628886, 3.943329
3.100000, 2.629624, 3.944436
3.110000, 2.630348, 3.945522
3.120000, 2.631057, 3.946586
3.130000, 2.631753, 3.947630
3.140000, 2.632436, 3.948654
3.150000, 2.633105, 3.949658
3.160000, 2.633762, 3.950642
3.170000, 2.634405, 3.951608
3.180000, 2.635037, 3.952555
3.190000, 2.635656, 3.953484
3.200000, 2.636263, 3.954394
3.210000, 2.636858, 3.955287
3.220000, 2.637442, 3.956163
3.230000, 2.638015, 3.957022
3.240000, 2.638576, 3.957864
3.250000, 2.639127, 3.958690
3.260000, 2.639666, 3.959500
3.270000, 2.640196, 3.960294
3.280000, 2.640715, 3.961072
3.290000, 2.641224, 3.961836
3.300000, 2.641723, 3.962585
3.310000, 2.642212, 3.963319
3.320000, 2.642692, 3.964039
3.330000, 2.643163, 3.964744
3.340000, 2.643624, 3.965437
3.350000, 2.644077, 3.966115
3.360000, 2.644520, 3.966781
3.370000, 2.644955, 3.967433
3.380000, 2.645382, 3.968073
3.390000, 2.645800, 3.968700
3.400000, 2.646210, 3.969315
3.410000, 2.646612, 3.969918
3.420000, 2.647007, 3.970510
3.430000, 2.647393, 3.971090
3.440000, 2.647772, 3.971658
3.450000, 2.648144, 3.972215
3.460000, 2.648508, 3.972762
3.470000, 2.648865, 3.973298
3.480000, 2.649215, 3.973823
3.490000, 2.649559, 3.974338
3.500000, 2.649895, 3.974843
3.510000, 2.650225, 3.975338
3.520000, 2.650549, 3.975824
3.530000, 2.650866, 3.976300
3.540000, 2.651177, 3.976766
3.550000, 2.651482, 3.977224
3.560000, 2.651781, 3.977672
3.570000, 2.652075, 3.978112
3.580000, 2.652362, 3.978543
3.590000, 2.652644, 3.978966
3.600000, 2.652920, 3.979380
3.610000, 2.653191, 3.979786
3.620000, 2.653456, 3.980185
3.630000, 2.653717, 3.980575
